date,day_of_week,month,week_number
2014-10-29,4,10,44
2014-10-30,5,10,44
2014-10-31,6,10,44
2014-11-01,7,11,44
2014-11-02,1,11,44
2014-11-03,2,11,44
2014-11-04,3,11,44
2014-11-05,4,11,45
2014-11-06,5,11,45
2014-11-07,6,11,45
2014-11-08,7,11,45
2014-11-09,1,11,45
2014-11-10,2,11,45
2014-11-11,3,11,45
2014-11-12,4,11,46
2014-11-13,5,11,46
2014-11-14,6,11,46
2014-11-15,7,11,46
2014-11-16,1,11,46
2014-11-17,2,11,46
2014-11-18,3,11,46
2014-11-19,4,11,47
2014-11-20,5,11,47
2014-11-21,6,11,47
2014-11-22,7,11,47
2014-11-23,1,11,47
2014-11-24,2,11,47
2014-11-25,3,11,47
2014-11-26,4,11,48
2014-11-27,5,11,48
2014-11-28,6,11,48
2014-11-29,7,11,48
2014-11-30,1,11,48
2014-12-01,2,12,48
2014-12-02,3,12,48
2014-12-03,4,12,49
2014-12-04,5,12,49
2014-12-05,6,12,49
2014-12-06,7,12,49
2014-12-07,1,12,49
2014-12-08,2,12,49
2014-12-09,3,12,49
2014-12-10,4,12,50
2014-12-11,5,12,50
2014-12-12,6,12,50
2014-12-13,7,12,50
2014-12-14,1,12,50
2014-12-15,2,12,50
2014-12-16,3,12,50
2014-12-17,4,12,51
2014-12-18,5,12,51
2014-12-19,6,12,51
2014-12-20,7,12,51
2014-12-21,1,12,51
2014-12-22,2,12,51
2014-12-23,3,12,51
2014-12-24,4,12,52
2014-12-25,5,12,52
2014-12-26,6,12,52
2014-12-27,7,12,52
2014-12-28,1,12,52
2014-12-29,2,12,52
2014-12-30,3,12,52
2014-12-31,4,12,53
2015-01-01,5,1,1
2015-01-02,6,1,1
2015-01-03,7,1,1
2015-01-04,1,1,1
2015-01-05,2,1,1
2015-01-06,3,1,1
2015-01-07,4,1,1
2015-01-08,5,1,2
2015-01-09,6,1,2
2015-01-10,7,1,2
2015-01-11,1,1,2
2015-01-12,2,1,2
2015-01-13,3,1,2
2015-01-14,4,1,2
2015-01-15,5,1,3
2015-01-16,6,1,3
2015-01-17,7,1,3
2015-01-18,1,1,3
2015-01-19,2,1,3
2015-01-20,3,1,3
2015-01-21,4,1,3
2015-01-22,5,1,4
2015-01-23,6,1,4
2015-01-24,7,1,4
2015-01-25,1,1,4
2015-01-26,2,1,4
2015-01-27,3,1,4
2015-01-28,4,1,4
2015-01-29,5,1,5
2015-01-30,6,1,5
2015-01-31,7,1,5
2015-02-01,1,2,5
2015-02-02,2,2,5
2015-02-03,3,2,5
2015-02-04,4,2,5
2015-02-05,5,2,6
2015-02-06,6,2,6
2015-02-07,7,2,6
2015-02-08,1,2,6
2015-02-09,2,2,6
2015-02-10,3,2,6
2015-02-11,4,2,6
2015-02-12,5,2,7
2015-02-13,6,2,7
2015-02-14,7,2,7
2015-02-15,1,2,7
2015-02-16,2,2,7
2015-02-17,3,2,7
2015-02-18,4,2,7
2015-02-19,5,2,8
2015-02-20,6,2,8
2015-02-21,7,2,8
2015-02-22,1,2,8
2015-02-23,2,2,8
2015-02-24,3,2,8
2015-02-25,4,2,8
2015-02-26,5,2,9
2015-02-27,6,2,9
2015-02-28,7,2,9
2015-03-01,1,3,9
2015-03-02,2,3,9
2015-03-03,3,3,9
2015-03-04,4,3,9
2015-03-05,5,3,10
2015-03-06,6,3,10
2015-03-07,7,3,10
2015-03-08,1,3,10
2015-03-09,2,3,10
2015-03-10,3,3,10
2015-03-11,4,3,10
2015-03-12,5,3,11
2015-03-13,6,3,11
2015-03-14,7,3,11
2015-03-15,1,3,11
2015-03-16,2,3,11
2015-03-17,3,3,11
2015-03-18,4,3,11
2015-03-19,5,3,12
2015-03-20,6,3,12
2015-03-21,7,3,12
2015-03-22,1,3,12
2015-03-23,2,3,12
2015-03-24,3,3,12
2015-03-25,4,3,12
2015-03-26,5,3,13
2015-03-27,6,3,13
2015-03-28,7,3,13
2015-03-29,1,3,13
2015-03-30,2,3,13
2015-03-31,3,3,13
2015-04-01,4,4,13
2015-04-02,5,4,14
2015-04-03,6,4,14
2015-04-04,7,4,14
2015-04-05,1,4,14
2015-04-06,2,4,14
2015-04-07,3,4,14
2015-04-08,4,4,14
2015-04-09,5,4,15
2015-04-10,6,4,15
2015-04-11,7,4,15
2015-04-12,1,4,15
2015-04-13,2,4,15
2015-04-14,3,4,15
2015-04-15,4,4,15
2015-04-16,5,4,16
2015-04-17,6,4,16
2015-04-18,7,4,16
2015-04-19,1,4,16
2015-04-20,2,4,16
2015-04-21,3,4,16
2015-04-22,4,4,16
2015-04-23,5,4,17
2015-04-24,6,4,17
2015-04-25,7,4,17
2015-04-26,1,4,17
2015-04-27,2,4,17
2015-04-28,3,4,17
2015-04-29,4,4,17
2015-04-30,5,4,18
2015-05-01,6,5,18
2015-05-02,7,5,18
2015-05-03,1,5,18
2015-05-04,2,5,18
2015-05-05,3,5,18
2015-05-06,4,5,18
2015-05-07,5,5,19
2015-05-08,6,5,19
2015-05-09,7,5,19
2015-05-10,1,5,19
2015-05-11,2,5,19
2015-05-12,3,5,19
2015-05-13,4,5,19
2015-05-14,5,5,20
2015-05-15,6,5,20
2015-05-16,7,5,20
2015-05-17,1,5,20
2015-05-18,2,5,20
2015-05-19,3,5,20
2015-05-20,4,5,20
2015-05-21,5,5,21
2015-05-22,6,5,21
2015-05-23,7,5,21
2015-05-24,1,5,21
2015-05-25,2,5,21
2015-05-26,3,5,21
2015-05-27,4,5,21
2015-05-28,5,5,22
2015-05-29,6,5,22
2015-05-30,7,5,22
2015-05-31,1,5,22
2015-06-01,2,6,22
2015-06-02,3,6,22
2015-06-03,4,6,22
2015-06-04,5,6,23
2015-06-05,6,6,23
2015-06-06,7,6,23
2015-06-07,1,6,23
2015-06-08,2,6,23
2015-06-09,3,6,23
2015-06-10,4,6,23
2015-06-11,5,6,24
2015-06-12,6,6,24
2015-06-13,7,6,24
2015-06-14,1,6,24
2015-06-15,2,6,24
2015-06-16,3,6,24
2015-06-17,4,6,24
2015-06-18,5,6,25
2015-06-19,6,6,25
2015-06-20,7,6,25
2015-06-21,1,6,25
2015-06-22,2,6,25
2015-06-23,3,6,25
2015-06-24,4,6,25
2015-06-25,5,6,26
2015-06-26,6,6,26
2015-06-27,7,6,26
2015-06-28,1,6,26
2015-06-29,2,6,26
2015-06-30,3,6,26
2015-07-01,4,7,26
2015-07-02,5,7,27
2015-07-03,6,7,27
2015-07-04,7,7,27
2015-07-05,1,7,27
2015-07-06,2,7,27
2015-07-07,3,7,27
2015-07-08,4,7,27
2015-07-09,5,7,28
2015-07-10,6,7,28
2015-07-11,7,7,28
2015-07-12,1,7,28
2015-07-13,2,7,28
2015-07-14,3,7,28
2015-07-15,4,7,28
2015-07-16,5,7,29
2015-07-17,6,7,29
2015-07-18,7,7,29
2015-07-19,1,7,29
2015-07-20,2,7,29
2015-07-21,3,7,29
2015-07-22,4,7,29
2015-07-23,5,7,30
2015-07-24,6,7,30
2015-07-25,7,7,30
2015-07-26,1,7,30
2015-07-27,2,7,30
2015-07-28,3,7,30
2015-07-29,4,7,30
2015-07-30,5,7,31
2015-07-31,6,7,31
2015-08-01,7,8,31
2015-08-02,1,8,31
2015-08-03,2,8,31
2015-08-04,3,8,31
2015-08-05,4,8,31
2015-08-06,5,8,32
2015-08-07,6,8,32
2015-08-08,7,8,32
2015-08-09,1,8,32
2015-08-10,2,8,32
2015-08-11,3,8,32
2015-08-12,4,8,32
2015-08-13,5,8,33
2015-08-14,6,8,33
2015-08-15,7,8,33
2015-08-16,1,8,33
2015-08-17,2,8,33
2015-08-18,3,8,33
2015-08-19,4,8,33
2015-08-20,5,8,34
2015-08-21,6,8,34
2015-08-22,7,8,34
2015-08-23,1,8,34
2015-08-24,2,8,34
2015-08-25,3,8,34
2015-08-26,4,8,34
2015-08-27,5,8,35
2015-08-28,6,8,35
2015-08-29,7,8,35
2015-08-30,1,8,35
2015-08-31,2,8,35
2015-09-01,3,9,35
2015-09-02,4,9,35
2015-09-03,5,9,36
2015-09-04,6,9,36
2015-09-05,7,9,36
2015-09-06,1,9,36
2015-09-07,2,9,36
2015-09-08,3,9,36
2015-09-09,4,9,36
2015-09-10,5,9,37
2015-09-11,6,9,37
2015-09-12,7,9,37
2015-09-13,1,9,37
2015-09-14,2,9,37
2015-09-15,3,9,37
2015-09-16,4,9,37
2015-09-17,5,9,38
2015-09-18,6,9,38
2015-09-19,7,9,38
2015-09-20,1,9,38
2015-09-21,2,9,38
2015-09-22,3,9,38
2015-09-23,4,9,38
2015-09-24,5,9,39
2015-09-25,6,9,39
2015-09-26,7,9,39
2015-09-27,1,9,39
2015-09-28,2,9,39
2015-09-29,3,9,39
2015-09-30,4,9,39
2015-10-01,5,10,40
2015-10-02,6,10,40
2015-10-03,7,10,40
2015-10-04,1,10,40
2015-10-05,2,10,40
2015-10-06,3,10,40
2015-10-07,4,10,40
2015-10-08,5,10,41
2015-10-09,6,10,41
2015-10-10,7,10,41
2015-10-11,1,10,41
2015-10-12,2,10,41
2015-10-13,3,10,41
2015-10-14,4,10,41
2015-10-15,5,10,42
2015-10-16,6,10,42
2015-10-17,7,10,42
2015-10-18,1,10,42
2015-10-19,2,10,42
2015-10-20,3,10,42
2015-10-21,4,10,42
2015-10-22,5,10,43
2015-10-23,6,10,43
2015-10-24,7,10,43
2015-10-25,1,10,43
2015-10-26,2,10,43
2015-10-27,3,10,43
2015-10-28,4,10,43
2015-10-29,5,10,44
2015-10-30,6,10,44
2015-10-31,7,10,44
2015-11-01,1,11,44
2015-11-02,2,11,44
2015-11-03,3,11,44
2015-11-04,4,11,44
2015-11-05,5,11,45
2015-11-06,6,11,45
2015-11-07,7,11,45
2015-11-08,1,11,45
2015-11-09,2,11,45
2015-11-10,3,11,45
2015-11-11,4,11,45
2015-11-12,5,11,46
2015-11-13,6,11,46
2015-11-14,7,11,46
2015-11-15,1,11,46
2015-11-16,2,11,46
2015-11-17,3,11,46
2015-11-18,4,11,46
2015-11-19,5,11,47
2015-11-20,6,11,47
2015-11-21,7,11,47
2015-11-22,1,11,47
2015-11-23,2,11,47
2015-11-24,3,11,47
2015-11-25,4,11,47
2015-11-26,5,11,48
2015-11-27,6,11,48
2015-11-28,7,11,48
2015-11-29,1,11,48
2015-11-30,2,11,48
2015-12-01,3,12,48
2015-12-02,4,12,48
2015-12-03,5,12,49
2015-12-04,6,12,49
2015-12-05,7,12,49
2015-12-06,1,12,49
2015-12-07,2,12,49
2015-12-08,3,12,49
2015-12-09,4,12,49
2015-12-10,5,12,50
2015-12-11,6,12,50
2015-12-12,7,12,50
2015-12-13,1,12,50
2015-12-14,2,12,50
2015-12-15,3,12,50
2015-12-16,4,12,50
2015-12-17,5,12,51
2015-12-18,6,12,51
2015-12-19,7,12,51
2015-12-20,1,12,51
2015-12-21,2,12,51
2015-12-22,3,12,51
2015-12-23,4,12,51
2015-12-24,5,12,52
2015-12-25,6,12,52
2015-12-26,7,12,52
2015-12-27,1,12,52
2015-12-28,2,12,52
2015-12-29,3,12,52
2015-12-30,4,12,52
2015-12-31,5,12,53
2016-01-01,6,1,1
2016-01-02,7,1,1
2016-01-03,1,1,1
2016-01-04,2,1,1
2016-01-05,3,1,1
2016-01-06,4,1,1
2016-01-07,5,1,1
2016-01-08,6,1,2
2016-01-09,7,1,2
2016-01-10,1,1,2
2016-01-11,2,1,2
2016-01-12,3,1,2
2016-01-13,4,1,2
2016-01-14,5,1,2
2016-01-15,6,1,3
2016-01-16,7,1,3
2016-01-17,1,1,3
2016-01-18,2,1,3
2016-01-19,3,1,3
2016-01-20,4,1,3
2016-01-21,5,1,3
2016-01-22,6,1,4
2016-01-23,7,1,4
2016-01-24,1,1,4
2016-01-25,2,1,4
2016-01-26,3,1,4
2016-01-27,4,1,4
2016-01-28,5,1,4
2016-01-29,6,1,5
2016-01-30,7,1,5
2016-01-31,1,1,5
2016-02-01,2,2,5
2016-02-02,3,2,5
2016-02-03,4,2,5
2016-02-04,5,2,5
2016-02-05,6,2,6
2016-02-06,7,2,6
2016-02-07,1,2,6
2016-02-08,2,2,6
2016-02-09,3,2,6
2016-02-10,4,2,6
2016-02-11,5,2,6
2016-02-12,6,2,7
2016-02-13,7,2,7
2016-02-14,1,2,7
2016-02-15,2,2,7
2016-02-16,3,2,7
2016-02-17,4,2,7
2016-02-18,5,2,7
2016-02-19,6,2,8
2016-02-20,7,2,8
2016-02-21,1,2,8
2016-02-22,2,2,8
2016-02-23,3,2,8
2016-02-24,4,2,8
2016-02-25,5,2,8
2016-02-26,6,2,9
2016-02-27,7,2,9
2016-02-28,1,2,9
2016-02-29,2,2,9
2016-03-01,3,3,9
2016-03-02,4,3,9
2016-03-03,5,3,9
2016-03-04,6,3,10
2016-03-05,7,3,10
2016-03-06,1,3,10
2016-03-07,2,3,10
2016-03-08,3,3,10
2016-03-09,4,3,10
2016-03-10,5,3,10
2016-03-11,6,3,11
2016-03-12,7,3,11
2016-03-13,1,3,11
2016-03-14,2,3,11
2016-03-15,3,3,11
2016-03-16,4,3,11
2016-03-17,5,3,11
2016-03-18,6,3,12
2016-03-19,7,3,12
2016-03-20,1,3,12
2016-03-21,2,3,12
2016-03-22,3,3,12
2016-03-23,4,3,12
2016-03-24,5,3,12
2016-03-25,6,3,13
2016-03-26,7,3,13
2016-03-27,1,3,13
2016-03-28,2,3,13
2016-03-29,3,3,13
2016-03-30,4,3,13
2016-03-31,5,3,13
2016-04-01,6,4,14
2016-04-02,7,4,14
2016-04-03,1,4,14
2016-04-04,2,4,14
2016-04-05,3,4,14
2016-04-06,4,4,14
2016-04-07,5,4,14
2016-04-08,6,4,15
2016-04-09,7,4,15
2016-04-10,1,4,15
2016-04-11,2,4,15
2016-04-12,3,4,15
2016-04-13,4,4,15
2016-04-14,5,4,15
2016-04-15,6,4,16
2016-04-16,7,4,16
2016-04-17,1,4,16
2016-04-18,2,4,16
2016-04-19,3,4,16
2016-04-20,4,4,16
2016-04-21,5,4,16
2016-04-22,6,4,17
2016-04-23,7,4,17
2016-04-24,1,4,17
2016-04-25,2,4,17
2016-04-26,3,4,17
2016-04-27,4,4,17
2016-04-28,5,4,17
2016-04-29,6,4,18
2016-04-30,7,4,18
2016-05-01,1,5,18
2016-05-02,2,5,18
2016-05-03,3,5,18
2016-05-04,4,5,18
2016-05-05,5,5,18
2016-05-06,6,5,19
2016-05-07,7,5,19
2016-05-08,1,5,19
2016-05-09,2,5,19
2016-05-10,3,5,19
2016-05-11,4,5,19
2016-05-12,5,5,19
2016-05-13,6,5,20
2016-05-14,7,5,20
2016-05-15,1,5,20
2016-05-16,2,5,20
2016-05-17,3,5,20
2016-05-18,4,5,20
2016-05-19,5,5,20
2016-05-20,6,5,21
2016-05-21,7,5,21
2016-05-22,1,5,21
2016-05-23,2,5,21
2016-05-24,3,5,21
2016-05-25,4,5,21
2016-05-26,5,5,21
2016-05-27,6,5,22
2016-05-28,7,5,22
2016-05-29,1,5,22
2016-05-30,2,5,22
2016-05-31,3,5,22
2016-06-01,4,6,22
2016-06-02,5,6,22
2016-06-03,6,6,23
2016-06-04,7,6,23
2016-06-05,1,6,23
2016-06-06,2,6,23
2016-06-07,3,6,23
2016-06-08,4,6,23
2016-06-09,5,6,23
2016-06-10,6,6,24
2016-06-11,7,6,24
2016-06-12,1,6,24
2016-06-13,2,6,24
2016-06-14,3,6,24
2016-06-15,4,6,24
2016-06-16,5,6,24
2016-06-17,6,6,25
2016-06-18,7,6,25
2016-06-19,1,6,25
2016-06-20,2,6,25
2016-06-21,3,6,25
2016-06-22,4,6,25
2016-06-23,5,6,25
2016-06-24,6,6,26
2016-06-25,7,6,26
2016-06-26,1,6,26
2016-06-27,2,6,26
2016-06-28,3,6,26
2016-06-29,4,6,26
2016-06-30,5,6,26
2016-07-01,6,7,27
2016-07-02,7,7,27
2016-07-03,1,7,27
2016-07-04,2,7,27
2016-07-05,3,7,27
2016-07-06,4,7,27
2016-07-07,5,7,27
2016-07-08,6,7,28
2016-07-09,7,7,28
2016-07-10,1,7,28
2016-07-11,2,7,28
2016-07-12,3,7,28
2016-07-13,4,7,28
2016-07-14,5,7,28
2016-07-15,6,7,29
2016-07-16,7,7,29
2016-07-17,1,7,29
2016-07-18,2,7,29
2016-07-19,3,7,29
2016-07-20,4,7,29
2016-07-21,5,7,29
2016-07-22,6,7,30
2016-07-23,7,7,30
2016-07-24,1,7,30
2016-07-25,2,7,30
2016-07-26,3,7,30
2016-07-27,4,7,30
2016-07-28,5,7,30
2016-07-29,6,7,31
2016-07-30,7,7,31
2016-07-31,1,7,31
2016-08-01,2,8,31
2016-08-02,3,8,31
2016-08-03,4,8,31
2016-08-04,5,8,31
2016-08-05,6,8,32
2016-08-06,7,8,32
2016-08-07,1,8,32
2016-08-08,2,8,32
2016-08-09,3,8,32
2016-08-10,4,8,32
2016-08-11,5,8,32
2016-08-12,6,8,33
2016-08-13,7,8,33
2016-08-14,1,8,33
2016-08-15,2,8,33
2016-08-16,3,8,33
2016-08-17,4,8,33
2016-08-18,5,8,33
2016-08-19,6,8,34
2016-08-20,7,8,34
2016-08-21,1,8,34
2016-08-22,2,8,34
2016-08-23,3,8,34
2016-08-24,4,8,34
2016-08-25,5,8,34
2016-08-26,6,8,35
2016-08-27,7,8,35
2016-08-28,1,8,35
2016-08-29,2,8,35
2016-08-30,3,8,35
2016-08-31,4,8,35
2016-09-01,5,9,35
2016-09-02,6,9,36
2016-09-03,7,9,36
2016-09-04,1,9,36
2016-09-05,2,9,36
2016-09-06,3,9,36
2016-09-07,4,9,36
2016-09-08,5,9,36
2016-09-09,6,9,37
2016-09-10,7,9,37
2016-09-11,1,9,37
2016-09-12,2,9,37
2016-09-13,3,9,37
2016-09-14,4,9,37
2016-09-15,5,9,37
2016-09-16,6,9,38
2016-09-17,7,9,38
2016-09-18,1,9,38
2016-09-19,2,9,38
2016-09-20,3,9,38
2016-09-21,4,9,38
2016-09-22,5,9,38
2016-09-23,6,9,39
2016-09-24,7,9,39
2016-09-25,1,9,39
2016-09-26,2,9,39
2016-09-27,3,9,39
2016-09-28,4,9,39
2016-09-29,5,9,39
2016-09-30,6,9,40
2016-10-01,7,10,40
2016-10-02,1,10,40
2016-10-03,2,10,40
2016-10-04,3,10,40
2016-10-05,4,10,40
2016-10-06,5,10,40
2016-10-07,6,10,41
2016-10-08,7,10,41
2016-10-09,1,10,41
2016-10-10,2,10,41
2016-10-11,3,10,41
2016-10-12,4,10,41
2016-10-13,5,10,41
2016-10-14,6,10,42
2016-10-15,7,10,42
2016-10-16,1,10,42
2016-10-17,2,10,42
2016-10-18,3,10,42
2016-10-19,4,10,42
2016-10-20,5,10,42
2016-10-21,6,10,43
2016-10-22,7,10,43
2016-10-23,1,10,43
2016-10-24,2,10,43
2016-10-25,3,10,43
2016-10-26,4,10,43
2016-10-27,5,10,43
2016-10-28,6,10,44
2016-10-29,7,10,44
2016-10-30,1,10,44
2016-10-31,2,10,44
2016-11-01,3,11,44
2016-11-02,4,11,44
2016-11-03,5,11,44
2016-11-04,6,11,45
2016-11-05,7,11,45
2016-11-06,1,11,45
2016-11-07,2,11,45
2016-11-08,3,11,45
2016-11-09,4,11,45
2016-11-10,5,11,45
2016-11-11,6,11,46
2016-11-12,7,11,46
2016-11-13,1,11,46
2016-11-14,2,11,46
2016-11-15,3,11,46
2016-11-16,4,11,46
2016-11-17,5,11,46
2016-11-18,6,11,47
2016-11-19,7,11,47
2016-11-20,1,11,47
2016-11-21,2,11,47
2016-11-22,3,11,47
2016-11-23,4,11,47
2016-11-24,5,11,47
2016-11-25,6,11,48
2016-11-26,7,11,48
2016-11-27,1,11,48
2016-11-28,2,11,48
2016-11-29,3,11,48
2016-11-30,4,11,48
2016-12-01,5,12,48
2016-12-02,6,12,49
2016-12-03,7,12,49
2016-12-04,1,12,49
2016-12-05,2,12,49
2016-12-06,3,12,49
2016-12-07,4,12,49
2016-12-08,5,12,49
2016-12-09,6,12,50
2016-12-10,7,12,50
2016-12-11,1,12,50
2016-12-12,2,12,50
2016-12-13,3,12,50
2016-12-14,4,12,50
2016-12-15,5,12,50
2016-12-16,6,12,51
2016-12-17,7,12,51
2016-12-18,1,12,51
2016-12-19,2,12,51
2016-12-20,3,12,51
2016-12-21,4,12,51
2016-12-22,5,12,51
2016-12-23,6,12,52
2016-12-24,7,12,52
2016-12-25,1,12,52
2016-12-26,2,12,52
2016-12-27,3,12,52
2016-12-28,4,12,52
2016-12-29,5,12,52
2016-12-30,6,12,53
2016-12-31,7,12,53
2017-01-01,1,1,1
2017-01-02,2,1,1
2017-01-03,3,1,1
2017-01-04,4,1,1
2017-01-05,5,1,1
2017-01-06,6,1,1
2017-01-07,7,1,1
2017-01-08,1,1,2
2017-01-09,2,1,2
2017-01-10,3,1,2
2017-01-11,4,1,2
2017-01-12,5,1,2
2017-01-13,6,1,2
2017-01-14,7,1,2
2017-01-15,1,1,3
2017-01-16,2,1,3
2017-01-17,3,1,3
2017-01-18,4,1,3
2017-01-19,5,1,3
2017-01-20,6,1,3
2017-01-21,7,1,3
2017-01-22,1,1,4
2017-01-23,2,1,4
2017-01-24,3,1,4
2017-01-25,4,1,4
2017-01-26,5,1,4
2017-01-27,6,1,4
2017-01-28,7,1,4
2017-01-29,1,1,5
2017-01-30,2,1,5
2017-01-31,3,1,5
2017-02-01,4,2,5
2017-02-02,5,2,5
2017-02-03,6,2,5
2017-02-04,7,2,5
2017-02-05,1,2,6
2017-02-06,2,2,6
2017-02-07,3,2,6
2017-02-08,4,2,6
2017-02-09,5,2,6
2017-02-10,6,2,6
2017-02-11,7,2,6
2017-02-12,1,2,7
2017-02-13,2,2,7
2017-02-14,3,2,7
2017-02-15,4,2,7
2017-02-16,5,2,7
2017-02-17,6,2,7
2017-02-18,7,2,7
2017-02-19,1,2,8
2017-02-20,2,2,8
2017-02-21,3,2,8
2017-02-22,4,2,8
2017-02-23,5,2,8
2017-02-24,6,2,8
2017-02-25,7,2,8
2017-02-26,1,2,9
2017-02-27,2,2,9
2017-02-28,3,2,9
2017-03-01,4,3,9
2017-03-02,5,3,9
2017-03-03,6,3,9
2017-03-04,7,3,9
2017-03-05,1,3,10
2017-03-06,2,3,10
2017-03-07,3,3,10
2017-03-08,4,3,10
2017-03-09,5,3,10
2017-03-10,6,3,10
2017-03-11,7,3,10
2017-03-12,1,3,11
2017-03-13,2,3,11
2017-03-14,3,3,11
2017-03-15,4,3,11
2017-03-16,5,3,11
2017-03-17,6,3,11
2017-03-18,7,3,11
2017-03-19,1,3,12
2017-03-20,2,3,12
2017-03-21,3,3,12
2017-03-22,4,3,12
2017-03-23,5,3,12
2017-03-24,6,3,12
2017-03-25,7,3,12
2017-03-26,1,3,13
2017-03-27,2,3,13
2017-03-28,3,3,13
2017-03-29,4,3,13
2017-03-30,5,3,13
2017-03-31,6,3,13
2017-04-01,7,4,13
2017-04-02,1,4,14
2017-04-03,2,4,14
2017-04-04,3,4,14
2017-04-05,4,4,14
2017-04-06,5,4,14
2017-04-07,6,4,14
2017-04-08,7,4,14
2017-04-09,1,4,15
2017-04-10,2,4,15
2017-04-11,3,4,15
2017-04-12,4,4,15
2017-04-13,5,4,15
2017-04-14,6,4,15
2017-04-15,7,4,15
2017-04-16,1,4,16
2017-04-17,2,4,16
2017-04-18,3,4,16
2017-04-19,4,4,16
2017-04-20,5,4,16
2017-04-21,6,4,16
2017-04-22,7,4,16
2017-04-23,1,4,17
2017-04-24,2,4,17
2017-04-25,3,4,17
2017-04-26,4,4,17
2017-04-27,5,4,17
2017-04-28,6,4,17
2017-04-29,7,4,17
2017-04-30,1,4,18
2017-05-01,2,5,18
2017-05-02,3,5,18
2017-05-03,4,5,18
2017-05-04,5,5,18
2017-05-05,6,5,18
2017-05-06,7,5,18
2017-05-07,1,5,19
2017-05-08,2,5,19
2017-05-09,3,5,19
2017-05-10,4,5,19
2017-05-11,5,5,19
2017-05-12,6,5,19
2017-05-13,7,5,19
2017-05-14,1,5,20
2017-05-15,2,5,20
2017-05-16,3,5,20
2017-05-17,4,5,20
2017-05-18,5,5,20
2017-05-19,6,5,20
2017-05-20,7,5,20
2017-05-21,1,5,21
2017-05-22,2,5,21
2017-05-23,3,5,21
2017-05-24,4,5,21
2017-05-25,5,5,21
2017-05-26,6,5,21
2017-05-27,7,5,21
2017-05-28,1,5,22
2017-05-29,2,5,22
2017-05-30,3,5,22
2017-05-31,4,5,22
2017-06-01,5,6,22
2017-06-02,6,6,22
2017-06-03,7,6,22
2017-06-04,1,6,23
2017-06-05,2,6,23
2017-06-06,3,6,23
2017-06-07,4,6,23
2017-06-08,5,6,23
2017-06-09,6,6,23
2017-06-10,7,6,23
2017-06-11,1,6,24
2017-06-12,2,6,24
2017-06-13,3,6,24
2017-06-14,4,6,24
2017-06-15,5,6,24
2017-06-16,6,6,24
2017-06-17,7,6,24
2017-06-18,1,6,25
2017-06-19,2,6,25
2017-06-20,3,6,25
2017-06-21,4,6,25
2017-06-22,5,6,25
2017-06-23,6,6,25
2017-06-24,7,6,25
2017-06-25,1,6,26
2017-06-26,2,6,26
2017-06-27,3,6,26
2017-06-28,4,6,26
2017-06-29,5,6,26
2017-06-30,6,6,26
2017-07-01,7,7,26
2017-07-02,1,7,27
2017-07-03,2,7,27
2017-07-04,3,7,27
2017-07-05,4,7,27
2017-07-06,5,7,27
2017-07-07,6,7,27
2017-07-08,7,7,27
2017-07-09,1,7,28
2017-07-10,2,7,28
2017-07-11,3,7,28
2017-07-12,4,7,28
2017-07-13,5,7,28
2017-07-14,6,7,28
2017-07-15,7,7,28
2017-07-16,1,7,29
2017-07-17,2,7,29
2017-07-18,3,7,29
2017-07-19,4,7,29
2017-07-20,5,7,29
2017-07-21,6,7,29
2017-07-22,7,7,29
2017-07-23,1,7,30
2017-07-24,2,7,30
2017-07-25,3,7,30
2017-07-26,4,7,30
2017-07-27,5,7,30
2017-07-28,6,7,30
2017-07-29,7,7,30
2017-07-30,1,7,31
2017-07-31,2,7,31
2017-08-01,3,8,31
2017-08-02,4,8,31
2017-08-03,5,8,31
2017-08-04,6,8,31
2017-08-05,7,8,31
2017-08-06,1,8,32
2017-08-07,2,8,32
2017-08-08,3,8,32
2017-08-09,4,8,32
2017-08-10,5,8,32
2017-08-11,6,8,32
2017-08-12,7,8,32
2017-08-13,1,8,33
2017-08-14,2,8,33
2017-08-15,3,8,33
2017-08-16,4,8,33
2017-08-17,5,8,33
2017-08-18,6,8,33
2017-08-19,7,8,33
2017-08-20,1,8,34
2017-08-21,2,8,34
2017-08-22,3,8,34
2017-08-23,4,8,34
2017-08-24,5,8,34
2017-08-25,6,8,34
2017-08-26,7,8,34
2017-08-27,1,8,35
2017-08-28,2,8,35
2017-08-29,3,8,35
2017-08-30,4,8,35
2017-08-31,5,8,35
2017-09-01,6,9,35
2017-09-02,7,9,35
2017-09-03,1,9,36
2017-09-04,2,9,36
2017-09-05,3,9,36
2017-09-06,4,9,36
2017-09-07,5,9,36
2017-09-08,6,9,36
2017-09-09,7,9,36
2017-09-10,1,9,37
2017-09-11,2,9,37
2017-09-12,3,9,37
2017-09-13,4,9,37
2017-09-14,5,9,37
2017-09-15,6,9,37
2017-09-16,7,9,37
2017-09-17,1,9,38
2017-09-18,2,9,38
2017-09-19,3,9,38
2017-09-20,4,9,38
2017-09-21,5,9,38
2017-09-22,6,9,38
2017-09-23,7,9,38
2017-09-24,1,9,39
2017-09-25,2,9,39
2017-09-26,3,9,39
2017-09-27,4,9,39
2017-09-28,5,9,39
2017-09-29,6,9,39
2017-09-30,7,9,39
2017-10-01,1,10,40
2017-10-02,2,10,40
2017-10-03,3,10,40
2017-10-04,4,10,40
2017-10-05,5,10,40
2017-10-06,6,10,40
2017-10-07,7,10,40
